ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_IDs
54-kash1277,kash1277,54,sirf tʃor,,,,kash1277-heateonlyfourmangoes
54-mara1378,mara1378,54,fəktə cɑ:r,,,,mara1378-heateonlyfourmangoes
54-guja1252,guja1252,54,fəft čɑr,,,,guja1252-heateonlyfourmangoes
54-sind1272,sind1272,54,ruɡo cɑr,,,,sind1272-heateonlyfourmangoes
54-paha1251,paha1251,54,sirf cɑr,,,,paha1251-heateonlyfourmangoes
54-sada1242,sada1242,54,sirif čɑirɡo,,,,sada1242-heateonlyfourmangoes
54-wagd1238,wagd1238,54,pʰəkət ʃɑr,,,,wagd1238-heateonlyfourmangoes
54-west2380,west2380,54,kʰɑli cɑr,,,,west2380-heateonlyfourmangoes
54-sans1269,sans1269,54,keʋlɑni cətʋɑri,,,,sans1269-heateonlyfourmangoes
54-panc1246,panc1246,54,əbɡɑ tʃɑirʈɑ,,,,panc1246-heateonlyfourmangoes
54-sylh1242,sylh1242,54,mɑtro sɑirʈɑ,,,,sylh1242-heateonlyfourmangoes
54-urdu1245,urdu1245,54,sirf tʃɑr,,,,urdu1245-heateonlyfourmangoes
54-halb1244,halb1244,54,cɑreč ʈʰən,,,,halb1244-heateonlyfourmangoes
54-maga1260,maga1260,54,sirf cɑir,,,,maga1260-heateonlyfourmangoes
54-rajb1243,rajb1243,54,kʰɑli/kɛbol čɑr,,,,rajb1243-heateonlyfourmangoes
54-kull1236,kull1236,54,bəs tʃɑr,,,,kull1236-heateonlyfourmangoes
55-dogr1250,dogr1250,55,bəs pənǰ,,,,
55-garh1243,garh1243,55,sirf pɑ̃č,,,,
55-kuma1273,kuma1273,55,sirf pɑ̃č,,,,
55-gadd1242,gadd1242,55,čʰəɽe pənǰ,,,,
55-goan1235,goan1235,55,fəkət̪ pɑ̃t͡s,,,,
55-nepa1254,nepa1254,55,keʋəl pɑ̃tʃ,,,,
55-kudm1238,kudm1238,55,kʰɑli mɑčɑ,,,,
55-beng1280,beng1280,55,kebol mɑtro pɑ̃č-ʈɑ,,,,
55-assa1263,assa1263,55,kʰɑli pɑsʈɑ,,,,
55-marw1260,marw1260,55,bəs pɑ̃č,,,,
55-panj1256,panj1256,55,sirf pənǰ,,,,
55-adiv1239,adiv1239,55,mɑtrə pɑ̃č-ʈɑ,,,,
55-kash1277,kash1277,55,sirf pɑ̃tʃ,,,,
55-mara1378,mara1378,55,fəktə pats,,,,
55-guja1252,guja1252,55,fəft pɑ̃č,,,,
55-sind1272,sind1272,55,ruɡo pənǰ,,,,
55-paha1251,paha1251,55,sirf pənǰ,,,,
55-sada1242,sada1242,55,sirif pɑčɡo,,,,
55-wagd1238,wagd1238,55,pʰəkət pɑs,,,,
55-west2380,west2380,55,kʰɑli pɑč,,,,
55-sans1269,sans1269,55,keʋləm pə̃nč,,,,
55-panc1246,panc1246,55,əbɡɑ pɑ̃tʃʈɑ,,,,
55-sylh1242,sylh1242,55,mɑtro fɑsʈɑ,,,,
55-urdu1245,urdu1245,55,sirf pɑ̃tʃ,,,,
55-halb1244,halb1244,55,pɑ̃č ʈʰən,,,,
55-maga1260,maga1260,55,sirf pɑ̃č,,,,
55-rajb1243,rajb1243,55,kʰɑli/kɛbol pɑč,,,,
55-kull1236,kull1236,55,bəs põǰ,,,,
56-dogr1250,dogr1250,56,bəs dəs,,,,
56-garh1243,garh1243,56,sirf dəs,,,,
56-kuma1273,kuma1273,56,sirf dəs,,,,
56-gadd1242,gadd1242,56,čʰəɽe dəs,,,,
56-goan1235,goan1235,56,fəkət̪ dʰɑ,,,,
56-nepa1254,nepa1254,56,keʋəl dəs,,,,
56-kudm1238,kudm1238,56,kʰɑli sihəm,,,,
56-beng1280,beng1280,56,kebol mɑtro dɔs-ʈɑ,,,,
56-assa1263,assa1263,56,kʰɑli dosʈɑ,,,,
56-marw1260,marw1260,56,bəs dəs,,,,
56-panj1256,panj1256,56,sirf dəs,,,,
56-adiv1239,adiv1239,56,mɑtrə dəs-ʈɑ,,,,
56-kash1277,kash1277,56,sirf dəh,,,,
56-mara1378,mara1378,56,fəktə dəha,,,,
56-guja1252,guja1252,56,fəft dəs,,,,
56-sind1272,sind1272,56,ruɡo ɖə,,,,
56-paha1251,paha1251,56,sirf dəs,,,,
56-sada1242,sada1242,56,sirif dəsɡo,,,,
56-wagd1238,wagd1238,56,pʰəkət dəs,,,,
56-west2380,west2380,56,kʰɑli dəs,,,,
56-sans1269,sans1269,56,keʋləm dəʃ,,,,
56-panc1246,panc1246,56,əbɡɑ dəsʈɑ,,,,
56-sylh1242,sylh1242,56,mɑtro dɔʃʈɑ,,,,
56-urdu1245,urdu1245,56,sirf dəs,,,,
56-halb1244,halb1244,56,dəs ʈʰən,,,,
56-maga1260,maga1260,56,sirf dəs,,,,
56-rajb1243,rajb1243,56,kʰɑli/kɛbol dɔs,,,,
56-kull1236,kull1236,56,bəs dəs,,,,
57-dogr1250,dogr1250,57,ekko ɡi,,,,
57-garh1243,garh1243,57,ek ek,,,,
57-kuma1273,kuma1273,57,ek ek səbko,,,,
57-gadd1242,gadd1242,57,ək ək,,,,
57-goan1235,goan1235,57,prt̪jekɑk ek,,,,
57-nepa1254,nepa1254,57,prətjek ek/ ek ek,,,,
57-kudm1238,kudm1238,57,ənɑʈɑ ke,,,,
57-beng1280,beng1280,57,ɛk-ʈɑ - ɛk-ʈɑ kɔre,,,,
57-assa1263,assa1263,57,ɛʈɑ ɛʈɑ/ ɛʈɑ ke soboke,,,,
57-marw1260,marw1260,57,ek ǰəɳənə ek,,,,
57-panj1256,panj1256,57,kəllɑ kəllɑ,,,,
57-adiv1239,adiv1239,57,ɡuʈɛ ɡuʈɛ səbke,,,,
57-kash1277,kash1277,57,sɑjrnen əkʰ əkʰ,,,,
57-mara1378,mara1378,57,prətyeki ek,,,,
57-guja1252,guja1252,57,ek ek bədɑne,,,,
57-sind1272,sind1272,57,səbʰin kʰẽ hik,,,,
57-paha1251,paha1251,57,ek hər kisei/sɑre ne ek ek,,,,
57-sada1242,sada1242,57,ek ek ɡo səbke,,,,
57-wagd1238,wagd1238,57,səbne ek,,,,
57-west2380,west2380,57,səbke ek ek,,,,
57-sans1269,sans1269,57,prətjekəm,,,,
57-panc1246,panc1246,57,ek ke/ek ek,,,,
57-sylh1242,sylh1242,57,æx-æxʈɑ,,,,
57-urdu1245,urdu1245,57,hər ɑek/ ɑek ɑek,,,,
57-halb1244,halb1244,57,ɡoʈək ɡoʈək ne ɡoʈək,,,,
57-maga1260,maga1260,57,ek ek ɡo,,,,
57-rajb1243,rajb1243,57,ɛkʈɑ ɛkʈɑ,,,,
57-kull1236,kull1236,57,ek-ek,,,,
58-dogr1250,dogr1250,58,tenne ɡi,,,,
58-garh1243,garh1243,58,dui dui,,,,
58-kuma1273,kuma1273,58,tin tin səbko,,,,
58-gadd1242,gadd1242,58,trɛ trɛ,,,,
58-goan1235,goan1235,58,prt̪jekɑk t̪ɪn,,,,
58-nepa1254,nepa1254,58,tin prətjek/tin tin,,,,
58-kudm1238,kudm1238,58,ʈenɑʈɑ ke,,,,
58-beng1280,beng1280,58,tinʈe-tinʈe kɔre,,,,
58-assa1263,assa1263,58,tiniʈɑ kɛ soboke,,,,
58-marw1260,marw1260,58,ek ǰəɳənə tin,,,,
58-panj1256,panj1256,58,tinne ǰəɳe,,,,
58-adiv1239,adiv1239,58,tin-tin,,,,
58-kash1277,kash1277,58,sɑjrnen trəh trəh,,,,
58-mara1378,mara1378,58,prətyeki teen,,,,
58-guja1252,guja1252,58,tron tron sɔune/bədɑne,,,,
58-sind1272,sind1272,58,səbʰin kʰẽ ʈre,,,,
58-paha1251,paha1251,58,trɛ ʋəi ek ek,,,,
58-sada1242,sada1242,58,tin tin ɡo səbke,,,,
58-wagd1238,wagd1238,58,səbne təɳ,,,,
58-west2380,west2380,58,səbke tin tin,,,,
58-sans1269,sans1269,58,prətitrin,,,,
58-panc1246,panc1246,58,hərek ke tin/ tin tin,,,,
58-sylh1242,sylh1242,58,æx-æxɟone tinʈɑ/ tin-tinʈɑ,,,,
58-urdu1245,urdu1245,58,hər tin/tin tin,,,,
58-halb1244,halb1244,58,ɡoʈək ɡoʈək ne tin/ tin tin,,,,
58-maga1260,maga1260,58,tin tin ɡo,,,,
58-rajb1243,rajb1243,58,tinʈɑ tinʈɑ,,,,
58-kull1236,kull1236,58,dui-dui,,,,
59-dogr1250,dogr1250,59,pənǰe ɡi,,,,
59-garh1243,garh1243,59,pɑ̃č pɑ̃č,,,,
59-kuma1273,kuma1273,59,pɑ̃č pɑ̃č səbko,,,,
59-gadd1242,gadd1242,59,pənǰ pənǰ,,,,
59-goan1235,goan1235,59,prt̪jekɑk pɑ̃t͡s,,,,
59-nepa1254,nepa1254,59,pɑ̃tʃ prətjek/ pɑ̃tʃ pɑ̃tʃ,,,,
59-kudm1238,kudm1238,59,pɑ̃čʈɑ ke,,,,
59-beng1280,beng1280,59,pɑ̃čʈɑ-pɑ̃čʈɑ kɔre,,,,
59-assa1263,assa1263,59,pɑsʈɑ kɛ soboke,,,,
59-marw1260,marw1260,59,ek ǰəɳənə pɑ̃č,,,,
59-panj1256,panj1256,59,pənǰo ǰəɳe,,,,
59-adiv1239,adiv1239,59,pɑ̃č-pɑ̃č,,,,
59-kash1277,kash1277,59,sɑjrnen pɑ̃tʃ pɑ̃tʃ,,,,
59-mara1378,mara1378,59,prətyeki pats,,,,
59-guja1252,guja1252,59,pɑ̃č pɑ̃č bədɑne,,,,
59-sind1272,sind1272,59,səbʰin kʰẽ pənǰ,,,,
59-paha1251,paha1251,59,pənǰəi ek ek,,,,
59-sada1242,sada1242,59,pɑč pɑč ɡo səbke,,,,
59-wagd1238,wagd1238,59,səbne pɑs,,,,
59-west2380,west2380,59,səbke pɑč pɑč,,,,
59-sans1269,sans1269,59,prətipə̃nč,,,,
59-panc1246,panc1246,59,hərek ke pɑ̃tʃ/pɑ̃tʃ pɑ̃tʃ,,,,
59-sylh1242,sylh1242,59,æx-æxɟone fɑsʈɑ/ fɑs-fɑsʈɑ,,,,
59-urdu1245,urdu1245,59,hər pɑ̃tʃ/pɑ̃tʃ pɑ̃tʃ,,,,
59-halb1244,halb1244,59,ɡoʈək ɡoʈək ne pɑ̃c/ pɑ̃c pɑ̃c,,,,
59-maga1260,maga1260,59,pɑ̃č pɑ̃č ɡo,,,,
59-rajb1243,rajb1243,59,pɑčʈɑ pɑčʈɑ,,,,
59-kull1236,kull1236,59,põǰ-põǰ,,,,
60-dogr1250,dogr1250,60,ek ek kərije,,,,
60-garh1243,garh1243,60,ek ek kərikə,,,,
60-kuma1273,kuma1273,60,ek ek kəne,,,,
60-gadd1242,gadd1242,60,ək ək kəri kəre,,,,
60-goan1235,goan1235,60,ek ek kərun,,,,
60-nepa1254,nepa1254,60,ek ek ɡərirə,,,,
60-kudm1238,kudm1238,60,ekek kəri/ənɑ kəri,,,,
60-beng1280,beng1280,60,ɛk ɛk ǰon kɔre/ɛkǰon͏ ɛkǰon kɔre/ ɛk-ʈɑ ɛk-ʈɑ kɔre/ ɛk-kʰɑna ɛk-kʰɑnɑ kɔre,,,,
60-assa1263,assa1263,60,ɛʈɑ ɛʈɑ kɛ,,,,
60-marw1260,marw1260,60,ek ek kər,,,,
60-panj1256,panj1256,60,ek ek kərke,,,,
60-adiv1239,adiv1239,60,ɡuʈɛ pəre ɡuʈɛ,,,,
60-kash1277,kash1277,60,əkʰ əkʰ kɛrietʰ,,,,
60-mara1378,mara1378,60,ekek,,,,
60-guja1252,guja1252,60,ek pəčʰi ek,,,,
60-sind1272,sind1272,60,hik ɡuɳɑ hik,,,,
60-paha1251,paha1251,60,ek ek kəri,,,,
60-sada1242,sada1242,60,ek ek kəirke,,,,
60-wagd1238,wagd1238,60,ek pəse ek,,,,
60-west2380,west2380,60,ek ek kərke,,,,
60-sans1269,sans1269,60,ekəm-ekəm,,,,
60-panc1246,panc1246,60,ek ek kəirke,,,,
60-sylh1242,sylh1242,60,æx(ɟon) æxɟon xoriɑ,,,,
60-urdu1245,urdu1245,60,ɑek ɑek kər ke,,,,
60-halb1244,halb1244,60,ɡoʈək͏ ɡoʈək kərun,,,,
60-maga1260,maga1260,60,ek ek kəirke,,,,
60-rajb1243,rajb1243,60,ɛk ɛk ǰon/ ɛk ǰon kori,,,,
60-kull1236,kull1236,60,ek-ek kərijɑ,,,,
61-dogr1250,dogr1250,61,do do kərije,,,,
61-garh1243,garh1243,61,dui dui kərikə,,,,
61-kuma1273,kuma1273,61,di di kəne,,,,
61-gadd1242,gadd1242,61,do do kəri kəre,,,,
61-goan1235,goan1235,61,don bɑj don,,,,
61-nepa1254,nepa1254,61,dui dui ɡərirə/ duiʈɑ duiʈɑ,,,,
61-kudm1238,kudm1238,61,dənɑ kəri,,,,
61-beng1280,beng1280,61,dui dui ǰon kɔre,,,,
61-assa1263,assa1263,61,duʈɑ duʈɑ kɛ,,,,
61-marw1260,marw1260,61,do do kər,,,,
61-panj1256,panj1256,61,do do kərke,,,,
61-adiv1239,adiv1239,61,dui-ʈɑ pəre dui-ʈɑ,,,,
61-kash1277,kash1277,61,žə žə kɛrietʰ,,,,
61-mara1378,mara1378,61,dondon,,,,
61-guja1252,guja1252,61,be pəčʰi be/ be be,,,,
61-sind1272,sind1272,61,bə ɡuɳɑ bə,,,,
61-paha1251,paha1251,61,do do kəri,,,,
61-sada1242,sada1242,61,dui dui kəirke,,,,
61-wagd1238,wagd1238,61,be pəse be,,,,
61-west2380,west2380,61,du du kərke,,,,
61-sans1269,sans1269,61,dʋe-dʋe,,,,
61-panc1246,panc1246,61,dui dui kəirke,,,,
61-sylh1242,sylh1242,61,dui(ɟon) duiɟon xoriɑ,,,,
61-urdu1245,urdu1245,61,do do kər ke,,,,
61-halb1244,halb1244,61,duj duj ʈʰən kərun,,,,
61-maga1260,maga1260,61,du du kəirke,,,,
61-rajb1243,rajb1243,61,dui dui ǰon,,,,
61-kull1236,kull1236,61,dui-dui kərijɑ,,,,
62-dogr1250,dogr1250,62,ləɡbəɡ,,,,dogr1250-approximately20kilosofriceareinthesack;dogr1250-approximately50ofstudentsareattendingtheworkshop;dogr1250-approximatelyfifteenkilosofriceareinthesack;dogr1250-thisinstitutecontainsapproximately1000students;dogr1250-approximately35kilosofriceareinthesack
62-garh1243,garh1243,62,ləɡbəɡə,,,,garh1243-approximately20kilosofriceareinthesack;garh1243-approximately50ofstudentsareattendingtheworkshop;garh1243-approximatelyfifteenkilosofriceareinthesack;garh1243-approximately23rdmembersareleft;garh1243-thisinstitutecontainsapproximately1000students;garh1243-approximately35kilosofriceareinthesack
62-kuma1273,kuma1273,62,ləɡbʰəɡ,,,,kuma1273-approximately20kilosofriceareinthesack;kuma1273-approximatelyfifteenkilosofriceareinthesack;kuma1273-approximately23rdmembersareleft;kuma1273-thisinstitutecontainsapproximately1000students;kuma1273-approximately35kilosofriceareinthesack
62-gadd1242,gadd1242,62,ləɡbəɡ,,,,gadd1242-approximately20kilosofriceareinthesack;gadd1242-approximately50ofstudentsareattendingtheworkshop;gadd1242-approximatelyfifteenkilosofriceareinthesack;gadd1242-approximately23rdmembersareleft;gadd1242-thisinstitutecontainsapproximately1000students;gadd1242-approximately35kilosofriceareinthesack
62-goan1235,goan1235,62,sumɑr,,,,goan1235-approximately20kilosofriceareinthesack;goan1235-approximately50ofstudentsareattendingtheworkshop;goan1235-approximatelyfifteenkilosofriceareinthesack;goan1235-approximately23rdmembersareleft;goan1235-thisinstitutecontainsapproximately1000students;goan1235-approximately35kilosofriceareinthesack
62-nepa1254,nepa1254,62,ǰʰənɖəi,,,,nepa1254-approximately20kilosofriceareinthesack;nepa1254-approximately50ofstudentsareattendingtheworkshop;nepa1254-approximatelyfifteenkilosofriceareinthesack;nepa1254-approximately23rdmembersareleft;nepa1254-thisinstitutecontainsapproximately1000students;nepa1254-approximately35kilosofriceareinthesack
62-kudm1238,kudm1238,62,ɡɑʈɑɡəʈi,,,,kudm1238-approximately20kilosofriceareinthesack;kudm1238-approximately50ofstudentsareattendingtheworkshop;kudm1238-approximatelyfifteenkilosofriceareinthesack;kudm1238-approximately23rdmembersareleft;kudm1238-thisinstitutecontainsapproximately1000students;kudm1238-approximately35kilosofriceareinthesack
62-beng1280,beng1280,62,moʈɑmoʈɪ,,,,beng1280-approximately20kilosofriceareinthesack;beng1280-approximately50ofstudentsareattendingtheworkshop;beng1280-approximatelyfifteenkilosofriceareinthesack;beng1280-thisinstitutecontainsapproximately1000students;beng1280-approximately35kilosofriceareinthesack
62-assa1263,assa1263,62,mɒtɑ:motɪ,,,,assa1263-approximately20kilosofriceareinthesack;assa1263-approximately50ofstudentsareattendingtheworkshop;assa1263-approximatelyfifteenkilosofriceareinthesack;assa1263-approximately35kilosofriceareinthesack
62-marw1260,marw1260,62,koɪ,,,,marw1260-approximately20kilosofriceareinthesack;marw1260-approximately50ofstudentsareattendingtheworkshop;marw1260-approximatelyfifteenkilosofriceareinthesack;marw1260-approximately23rdmembersareleft;marw1260-thisinstitutecontainsapproximately1000students;marw1260-approximately35kilosofriceareinthesack
62-panj1256,panj1256,62,ləɡbəɡ,,,,panj1256-approximately20kilosofriceareinthesack;panj1256-approximately50ofstudentsareattendingtheworkshop;panj1256-approximatelyfifteenkilosofriceareinthesack;panj1256-approximately23rdmembersareleft;panj1256-thisinstitutecontainsapproximately1000students;panj1256-approximately35kilosofriceareinthesack
62-adiv1239,adiv1239,62,pɑkʰɑ pɑkʰɪ,,,,adiv1239-approximately20kilosofriceareinthesack;adiv1239-approximately50ofstudentsareattendingtheworkshop;adiv1239-approximatelyfifteenkilosofriceareinthesack;adiv1239-approximately23rdmembersareleft;adiv1239-thisinstitutecontainsapproximately1000students;adiv1239-approximately35kilosofriceareinthesack
62-kash1277,kash1277,62,ləɡbəɡ,,,,kash1277-approximately20kilosofriceareinthesack;kash1277-approximately50ofstudentsareattendingtheworkshop;kash1277-approximatelyfifteenkilosofriceareinthesack;kash1277-approximately35kilosofriceareinthesack
62-mara1378,mara1378,62,ənd̪ɑže,,,,mara1378-approximately20kilosofriceareinthesack;mara1378-approximately50ofstudentsareattendingtheworkshop;mara1378-approximatelyfifteenkilosofriceareinthesack;mara1378-thisinstitutecontainsapproximately1000students;mara1378-approximately35kilosofriceareinthesack
62-guja1252,guja1252,62,leɡbʰəɡ,,,,guja1252-approximately20kilosofriceareinthesack;guja1252-approximately50ofstudentsareattendingtheworkshop;guja1252-approximatelyfifteenkilosofriceareinthesack;guja1252-approximately23rdmembersareleft;guja1252-thisinstitutecontainsapproximately1000students;guja1252-approximately35kilosofriceareinthesack
62-sind1272,sind1272,62,ɡəɳo kəre,,,,sind1272-approximately20kilosofriceareinthesack;sind1272-approximately50ofstudentsareattendingtheworkshop;sind1272-approximatelyfifteenkilosofriceareinthesack;sind1272-approximately23rdmembersareleft;sind1272-thisinstitutecontainsapproximately1000students;sind1272-approximately35kilosofriceareinthesack
62-paha1251,paha1251,62,təkribən,,,,paha1251-approximately20kilosofriceareinthesack;paha1251-approximately50ofstudentsareattendingtheworkshop;paha1251-approximatelyfifteenkilosofriceareinthesack;paha1251-approximately23rdmembersareleft;paha1251-thisinstitutecontainsapproximately1000students;paha1251-approximately35kilosofriceareinthesack
62-sada1242,sada1242,62,moʈɑmoʈi,,,,sada1242-approximately20kilosofriceareinthesack;sada1242-approximately50ofstudentsareattendingtheworkshop;sada1242-approximatelyfifteenkilosofriceareinthesack;sada1242-approximately23rdmembersareleft;sada1242-thisinstitutecontainsapproximately1000students;sada1242-approximately35kilosofriceareinthesack
62-wagd1238,wagd1238,62,ləɡbʰəɡ,,,,wagd1238-approximately20kilosofriceareinthesack;wagd1238-approximately50ofstudentsareattendingtheworkshop;wagd1238-approximatelyfifteenkilosofriceareinthesack;wagd1238-approximately35kilosofriceareinthesack
62-west2380,west2380,62,lemsəm,,,,west2380-approximately20kilosofriceareinthesack;west2380-approximately50ofstudentsareattendingtheworkshop;west2380-approximatelyfifteenkilosofriceareinthesack;west2380-approximately23rdmembersareleft;west2380-thisinstitutecontainsapproximately1000students;west2380-approximately35kilosofriceareinthesack
62-sans1269,sans1269,62,prɑjəh,,,,sans1269-approximately20kilosofriceareinthesack;sans1269-approximately50ofstudentsareattendingtheworkshop;sans1269-approximatelyfifteenkilosofriceareinthesack;sans1269-thisinstitutecontainsapproximately1000students;sans1269-approximately35kilosofriceareinthesack
62-panc1246,panc1246,62,moʈɑmoʈi,,,,panc1246-approximately20kilosofriceareinthesack;panc1246-approximately50ofstudentsareattendingtheworkshop;panc1246-approximatelyfifteenkilosofriceareinthesack;panc1246-approximately23rdmembersareleft;panc1246-thisinstitutecontainsapproximately1000students;panc1246-approximately35kilosofriceareinthesack
62-sylh1242,sylh1242,62,muʈɑmuʈi,,,,sylh1242-approximately20kilosofriceareinthesack;sylh1242-approximately50ofstudentsareattendingtheworkshop;sylh1242-approximatelyfifteenkilosofriceareinthesack;sylh1242-approximately23rdmembersareleft;sylh1242-thisinstitutecontainsapproximately1000students;sylh1242-approximately35kilosofriceareinthesack
62-urdu1245,urdu1245,62,təkribən,,,,urdu1245-approximately20kilosofriceareinthesack;urdu1245-approximately50ofstudentsareattendingtheworkshop;urdu1245-approximatelyfifteenkilosofriceareinthesack;urdu1245-approximately23rdmembersareleft;urdu1245-thisinstitutecontainsapproximately1000students;urdu1245-approximately35kilosofriceareinthesack
62-halb1244,halb1244,62,əsən,,,,halb1244-approximately20kilosofriceareinthesack;halb1244-approximately50ofstudentsareattendingtheworkshop;halb1244-approximatelyfifteenkilosofriceareinthesack;halb1244-thisinstitutecontainsapproximately1000students;halb1244-approximately35kilosofriceareinthesack
62-maga1260,maga1260,62,moʈɑmoʈi,,,,maga1260-approximately20kilosofriceareinthesack;maga1260-approximately50ofstudentsareattendingtheworkshop;maga1260-approximatelyfifteenkilosofriceareinthesack;maga1260-approximately23rdmembersareleft;maga1260-thisinstitutecontainsapproximately1000students;maga1260-approximately35kilosofriceareinthesack
63-garh1243,garh1243,63,dələ/səmuh,,,,garh1243-agroupoftwogirlsplayed;garh1243-agroupoffivegirlsplayed;garh1243-agroupoffourgirlsplayed;garh1243-agroupoftwelveboysreached;garh1243-agroupoftwentyfiveboysreached;garh1243-agroupoftwentyboysreached
63-kuma1273,kuma1273,63,səmuh,,,,kuma1273-agroupoftwogirlsplayed;kuma1273-agroupoffivegirlsplayed;kuma1273-agroupoffourgirlsplayed;kuma1273-agroupoftwelveboysreached;kuma1273-agroupoftwentyfiveboysreached;kuma1273-agroupoftwentyboysreached
63-goan1235,goan1235,63,pə̃ɡəɖ,,,,goan1235-agroupoftwogirlsplayed;goan1235-agroupoffivegirlsplayed;goan1235-agroupoffourgirlsplayed;goan1235-agroupoftwelveboysreached;goan1235-agroupoftwentyfiveboysreached;goan1235-agroupoftwentyboysreached
63-nepa1254,nepa1254,63,oʈɑ,,,,nepa1254-agroupoftwogirlsplayed;nepa1254-agroupoffivegirlsplayed;nepa1254-agroupoffourgirlsplayed;nepa1254-agroupoftwelveboysreached;nepa1254-agroupoftwentyfiveboysreached;nepa1254-agroupoftwentyboysreached
63-kudm1238,kudm1238,63,kʰuɽ,,,,kudm1238-agroupoftwogirlsplayed;kudm1238-agroupoffivegirlsplayed;kudm1238-agroupoffourgirlsplayed;kudm1238-agroupoftwelveboysreached;kudm1238-agroupoftwentyfiveboysreached;kudm1238-agroupoftwentyboysreached
63-beng1280,beng1280,63,d̪ol,,,,beng1280-agroupoftwogirlsplayed;beng1280-agroupoffivegirlsplayed;beng1280-agroupoffourgirlsplayed;beng1280-agroupoftwelveboysreached;beng1280-agroupoftwentyfiveboysreached;beng1280-agroupoftwentyboysreached
63-assa1263,assa1263,63,ɡrʊp,,,,assa1263-agroupoftwogirlsplayed;assa1263-agroupoffivegirlsplayed;assa1263-agroupoffourgirlsplayed;assa1263-agroupoftwelveboysreached;assa1263-agroupoftwentyfiveboysreached;assa1263-agroupoftwentyboysreached
63-marw1260,marw1260,63,ɟ̌ʰʊnd,,,,marw1260-agroupoftwogirlsplayed;marw1260-agroupoffivegirlsplayed;marw1260-agroupoffourgirlsplayed;marw1260-agroupoftwelveboysreached;marw1260-agroupoftwentyfiveboysreached;marw1260-agroupoftwentyboysreached
63-panj1256,panj1256,63,ɡrupɑ̃,,,,panj1256-agroupoftwogirlsplayed;panj1256-agroupoffivegirlsplayed;panj1256-agroupoffourgirlsplayed;panj1256-agroupoftwelveboysreached;panj1256-agroupoftwentyfiveboysreached;panj1256-agroupoftwentyboysreached
63-adiv1239,adiv1239,63,səmuh,,,,adiv1239-agroupoftwogirlsplayed;adiv1239-agroupoffivegirlsplayed;adiv1239-agroupoffourgirlsplayed;adiv1239-agroupoftwelveboysreached;adiv1239-agroupoftwentyfiveboysreached;adiv1239-agroupoftwentyboysreached
63-sind1272,sind1272,63,ɡəɖ,,,,sind1272-agroupoftwogirlsplayed;sind1272-agroupoffivegirlsplayed;sind1272-agroupoffourgirlsplayed;sind1272-agroupoftwelveboysreached;sind1272-agroupoftwentyfiveboysreached;sind1272-agroupoftwentyboysreached
63-paha1251,paha1251,63,ǰunɖ,,,,paha1251-agroupoftwogirlsplayed;paha1251-agroupoffivegirlsplayed;paha1251-agroupoffourgirlsplayed;paha1251-agroupoftwelveboysreached;paha1251-agroupoftwentyfiveboysreached;paha1251-agroupoftwentyboysreached
63-sada1242,sada1242,63,dəl,,,,sada1242-agroupoftwogirlsplayed;sada1242-agroupoffivegirlsplayed;sada1242-agroupoffourgirlsplayed;sada1242-agroupoftwelveboysreached;sada1242-agroupoftwentyfiveboysreached;sada1242-agroupoftwentyboysreached
63-wagd1238,wagd1238,63,səmuh,,,,wagd1238-agroupoftwogirlsplayed;wagd1238-agroupoffivegirlsplayed;wagd1238-agroupoffourgirlsplayed;wagd1238-agroupoftwelveboysreached;wagd1238-agroupoftwentyfiveboysreached;wagd1238-agroupoftwentyboysreached
63-west2380,west2380,63,səb,,,,west2380-agroupoftwogirlsplayed;west2380-agroupoffivegirlsplayed;west2380-agroupoffourgirlsplayed;west2380-agroupoftwelveboysreached;west2380-agroupoftwentyfiveboysreached;west2380-agroupoftwentyboysreached
63-sans1269,sans1269,63,səmɑhɑrəh,,,,sans1269-agroupoftwogirlsplayed;sans1269-agroupoffivegirlsplayed;sans1269-agroupoffourgirlsplayed;sans1269-agroupoftwelveboysreached;sans1269-agroupoftwentyfiveboysreached;sans1269-agroupoftwentyboysreached
63-panc1246,panc1246,63,dəl,,,,panc1246-agroupoftwogirlsplayed;panc1246-agroupoffivegirlsplayed;panc1246-agroupoffourgirlsplayed;panc1246-agroupoftwelveboysreached;panc1246-agroupoftwentyfiveboysreached;panc1246-agroupoftwentyboysreached
63-sylh1242,sylh1242,63,d̪ɔl,,,,sylh1242-agroupoftwogirlsplayed;sylh1242-agroupoffivegirlsplayed;sylh1242-agroupoffourgirlsplayed;sylh1242-agroupoftwelveboysreached;sylh1242-agroupoftwentyfiveboysreached;sylh1242-agroupoftwentyboysreached
63-urdu1245,urdu1245,63,ɡruhũ /ɡɑruh,,,,urdu1245-agroupoftwogirlsplayed;urdu1245-agroupoffivegirlsplayed;urdu1245-agroupoffourgirlsplayed;urdu1245-agroupoftwelveboysreached;urdu1245-agroupoftwentyfiveboysreached;urdu1245-agroupoftwentyboysreached
63-halb1244,halb1244,63,ǰən ǰʰən,,,,halb1244-agroupoftwogirlsplayed;halb1244-agroupoffivegirlsplayed;halb1244-agroupoffourgirlsplayed;halb1244-agroupoftwelveboysreached;halb1244-agroupoftwentyfiveboysreached;halb1244-agroupoftwentyboysreached
